Person,1998,1999,2006,2008,2009,2010,2011,2012,2013,2014,2015,Total
Иванова Ирина Юрьевна,,,,,,,,,,1 364 807,,1 364 807
Биланчук Василий  Владимирович,,,,,,,,,,471 846,1 123 396,1 595 242
Иванова Ирина Юрьевна,,,,,,,,,,2 114 806,,2 114 806
Ишкинина Рушания Нажиулловна,,,,,,,,,,1 066 190,,1 066 190
Каганец Светлана Вячеславовна,,,,,,,,,,1 714 694,,1 714 694
Калмыкова Александра Егоровна,,,,,,,,,,933 063,,933 063
Капушова Ираида Александровна,,,,,,,,,,1 883 035,,1 883 035
Кашковская Валентина Ивановна,,,,,,,,,,978 590,,978 590
Ким Ирина Валерьевна,,,,,,,,,,2 551 964,,2 551 964
Коданева Ольга Германовна,,,,,,,,,,3 042 441,,3 042 441
Козлова Нина Владимировна,,,,,,,,,,1 010 966,,1 010 966
Тымкован Н. П.,,,,,,,,,,688 830,690 250,1 379 080
Козловская Ольга Викторовна,,,,,,,,,,2 083 040,,2 083 040
Стегниенко С. А.,,,,,,,,,,2 240 235,1 849 253,4 089 488
Яковлева Т. С.,,,,,,,,,,1 104 542,,1 104 542
Шинкаревич Леонид  Леонидович,,,,,,,,,,753 557,,753 557
Савенкова Е.Л. ,,,,,,,,,,682 845,551 655,1 234 500
Ласькова Е.Ю. ,,,,,,,,,,1 400 978,1 698 970,3 099 948
Григян А.А. ,,,,,,,,,,506 479,,506 479
Порубай Ю.В. ,,,,,,,,,,1 847 027,,1 847 027
Дьяконова Ю.А. ,,,,,,,,,,1 448 299,,1 448 299
Короткова Е.А. ,,,,,,,,,,2 300 931,1 881 116,4 182 047
Старанник Е.И. ,,,,,,,,,,811 389,,811 389
Смирнова Е.В. ,,,,,,,,,,1 399 118,1 429 826,2 828 944
Баранова Е.Л. ,,,,,,,,,,1 922 901,1 451 348,3 374 249
Кулиева Анна Пятрасовна,,,,,,,,,,881 383,,881 383
Мацуль Виктор Матвеевич,,,,,,,,,,1 615 017,,1 615 017
Бурлаков Виктор Евстафьевич,,,,,,,,,,535 481,,535 481
Беглик Александр Геннадьевич,,,,,,,,,,1 322 216,,1 322 216
Кельманский Данил Сергеевич,,,,,,,,,,421 644,316 317,737 961
Кибец Владимир Пантелеевич,,,,,,,,,,1 796 445,,1 796 445
Романова Светлана Федоровна,,,,,,,,,,906 662,,906 662
Сидарчук Ольга Владимировна,,,,,,,,,,1 947 092,,1 947 092
Ткачева Елена Николаевна,,,,,,,,,,749 504,,749 504
Уткина Галина Александровна,,,,,,,,,,4 283 933,,4 283 933
Швайченко Александр Борисович,,,,,,,,,,1 471 385,,1 471 385
Щемелев Михаил Борисович,,,,,,,,,,3 520 093,672 755,4 192 848
Гродник С.П. ,,,,,,,,,,23 009,,23 009
Калистратова Н.В. ,,,,,,,,,,386 248,,386 248
Ключинская В.Е. ,,,,,,,,,,954 770,,954 770
Муравьева Л.Н. ,,,,,,,,,,371 043,,371 043
Кощавец Е.В ,,,,,,,,,,127 945,,127 945
Машинскене Т.Ю. ,,,,,,,,,,274 131,,274 131
Осипчук С.Г. ,,,,,,,,,,497 568,,497 568
Разборова Е.О. ,,,,,,,,,,384 884,,384 884
Сенишина О.Р. ,,,,,,,,,,250 592,,250 592
Зинчук Е.В. ,,,,,,,,,,61 280,,61 280
Семиков А.В. ,,,,,,,,,,1 021 120,,1 021 120
Алексеева Тамара Павловна,,,,,,,,,,453 545,,453 545
Даугирдене Елена Александровна,,,,,,,,,,309 672,,309 672
Бедарев Сергей Анатольевич,,,,,,,,,,183 197,,183 197
Подъячев Александр Николаевич,,,,,,,,,,481 331,450 764,932 095
Коробова Ирина Владимировна,,,,,,,,,,516 090,575 620,1 091 710
Дроботущенко Татьяна Александровна,,,,,,,,,,501 171,,501 171
Заварина Светлана Анатольевна,,,,,,,,,,495 236,461 145,956 381
Кокорина Тамара Викторовна,,,,,,,,,,414 856,569 113,983 969
Егорова Ирина Ивановна,,,,,,,,,,778 991,707 265,1 486 256
Михайлов Юрий Петрович,,,,,,,,,,150 381,904 543,1 054 924
Рящиков Василий Васильевич,,,,,,,,,,381 702,,381 702
Шевелёв Евгений Евгеньевич,,,,,,,,,,559 030,978 040,1 537 070
Желткевич Светлана Александровна,,,,,,,,,,867 972,869 538,1 737 510
Калачёва Валентина Леонидовна,,,,,,,,,,445 157,,445 157
Савельева Наталья Альбертовна,,,,,,,,,,357 192,380 461,737 653
Коволенко Александр Петрович,,,,,,,,,,741 409,,741 409
Кульпина Раиса Михайловна,,,,,,,,,,896 984,687 041,1 584 025
Тепцова Ольга Борисовна,,,,,,,,,,457 793,,457 793
Соловянчик М.М. ,,,,,,,,,,292 809,,292 809
Матвеева Наталья Александровна,,,,,,,,,,238 006,313 677,551 683
Иванова Н.Е. ,,,,,,,,,,1 040 232,,1 040 232
Мельникова Е.В. ,,,,,,,,,,587 481,,587 481
Дроздова Л.А. ,,,,,,,,,,490 629,,490 629
Буянкина С.А. ,,,,,,,,,,782 658,707 457,1 490 115
Ульченко М.А. ,,,,,,,,,,152 119,,152 119
Абенякова Елизавета Федоровна,,,,,,,,,,644 228,,644 228
Александрова Елена Анатольевна,,,,,,,,,,3 163 727,,3 163 727
Алескеров Джавад Шахин,,,,,,,,,,3 505 785,,3 505 785
Андреева Светлана Леонидовна,,,,,,,,,,1 209 814,,1 209 814
Андреева Татьяна Васильевна,,,,,,,,,,806 187,,806 187
Андреева Татьяна Вячеславовна,,,,,,,,,,2 149 371,,2 149 371
Андрощук Татьяна Дмитриевна,,,,,,,,,,1 263 146,,1 263 146
Афанасьев Герман Иванович,,,,,,,,,,1 947 970,,1 947 970
Афанасьева Галина Александровна,,,,,,,,,,825 557,,825 557
Афанасьева Нина Анатольевна,,,,,,,,,,1 622 376,,1 622 376
Бабусенко Наталья Михайловна,,,,,,,,,,2 677 064,,2 677 064
Бадакова Зинаида Владимировна,,,,,,,,,,1 262 088,,1 262 088
Баранова Галина Борисовна,,,,,,,,,,1 488 769,,1 488 769
Беляева Людмила Юрьевна,,,,,,,,,,1 595 420,,1 595 420
Беляевская Марина Вячеславовна,,,,,,,,,,935 205,,935 205
Букин Евгений Александрович,,,,,,,,,,2 135 289,,2 135 289
Бурова Вера Алексеевна,,,,,,,,,,5 544 529,,5 544 529
Бучкина Надежда Николаевна,,,,,,,,,,1 648 966,,1 648 966
Васильева Таисия Ивановна,,,,,,,,,,1 452 978,,1 452 978
Ведерникова Ольга Александровна,,,,,,,,,,736 179,,736 179
Вежливцева Юлия Григорьевна,,,,,,,,,,841 423,,841 423
Векшин Михаил Иванович,,,,,,,,,,2 156 955,,2 156 955
Гетьман Жанна Юрьевна,,,,,,,,,,1 070 838,,1 070 838
Горохова Ольга Семеновна,,,,,,,,,,1 263 090,,1 263 090
Гребенькова Елена Владимировна,,,,,,,,,,835 361,,835 361
Гришина Людмила Анатольевна,,,,,,,,,,1 919 330,,1 919 330
Грищенко Анжела Викторовна,,,,,,,,,,784 398,,784 398
Гулова Елена Владиславовна,,,,,,,,,,1 555 545,,1 555 545
Гуменная Светлана Викторовна,,,,,,,,,,1 430 526,,1 430 526
Гусева Татьяна Григорьевна,,,,,,,,,,1 873 843,,1 873 843
Далматов Николай Анатольевич,,,,,,,,,,672 198,,672 198
Довга Галина Вячеславовна,,,,,,,,,,2 737 907,,2 737 907
Долгая Лариса Михайловна,,,,,,,,,,870 816,,870 816
Домничева Ирина Владимировна,,,,,,,,,,1 278 924,,1 278 924
Дубина Надежда Ивановна,,,,,,,,,,1 438 465,,1 438 465
Дубовик Светлана Владимировна,,,,,,,,,,623 763,,623 763
Дыренкова Тамара Петровна,,,,,,,,,,1 020 315,,1 020 315
Дюба Светлана Андреевна,,,,,,,,,,1 992 472,,1 992 472
Зимина Любовь Викторовна,,,,,,,,,,2 009 253,,2 009 253
Зубко Ирина Геннадьевна,,,,,,,,,,1 539 561,,1 539 561
Зырянова Татьяна Николаевна,,,,,,,,,,1 373 509,,1 373 509
Ильина Мария Сергеевна,,,,,,,,,,2 014 814,,2 014 814
Исаева Татьяна Викторовна,,,,,,,,,,1 368 810,,1 368 810
Калинина Марина Владимировна,,,,,,,,,,1 397 151,,1 397 151
Гуцал Ольга Александровна,,,,,,,,,,173 014,274 689,447 703
Пономарева О.В. ,,,,,,,,,,359 586,451 224,810 810
Ятайкина Н.В. ,,,,,,,,,,421 091,,421 091
Вильчяускене Ю.В. ,,,,,,,,,,1 738 862,,1 738 862
Ложкина Александра  Юрьевна,,,,,,,,,,271 239,383 409,654 648
Никитасенко Илона  Александровна,,,,,,,,,,168 994,271 738,440 732
Погребниченко Т.Н. ,,,,,,,,,,526 852,,526 852
Бабурина Анна  Эдуардовна,,,,,,,,,,645 942,632 585,1 278 527
Глонина Дарья  Андреевна,,,,,,,,,,480 348,603 238,1 083 586
Максимова Н.В. ,,,,,,,,,,184 510,,184 510
Верстак Т.В. ,,,,,,,,,,570 350,716 127,1 286 477
Мигаль Н.Н. ,,,,,,,,,,502 269,691 794,1 194 063
Красовская М.В. ,,,,,,,,,,505 178,330 589,835 767
Елисеева Карина Степановна,,,,,,,,,,1 905 676,,1 905 676
Копшев Юрий Владимирович,,,,,,,,,,1 210 168,,1 210 168
Корнилова Валентина Александровна,,,,,,,,,,249 822,,249 822
Кочкина Лариса Олеговна,,,,,,,,,,1 984 210,,1 984 210
Надточей Юрий Владимирович,,,,,,,,,,539 507,,539 507
Орлова Ирина Валентиновна,,,,,,,,,,168 176,,168 176
Пичугин Алексей Игоревич,,,,,,,,,,492 153,,492 153
Попова Татьяна Ивановна,,,,,,,,,,2 676 147,,2 676 147
Сацкив Ксения Евгеньевна,,,,,,,,,,1 068 726,,1 068 726
Щекина Светлана Николаевна,,,,,,,,,,311 598,,311 598
Гришаточкина Н.Н. ,,,,,,,,,,761 116,,761 116
Брязкало А.Г. ,,,,,,,,,,1 228 965,,1 228 965
Калинкина Мария Викторовна,,,,,,,,,,1 529 730,,1 529 730
Камчаткина Татьяна Александровна,,,,,,,,,,2 411 123,,2 411 123
Касаткина Елена Юрьевна,,,,,,,,,,1 389 738,,1 389 738
Кассина Лариса Дмитриевна,,,,,,,,,,1 249 933,,1 249 933
Квятык Анна Владимировна,,,,,,,,,,2 125 951,,2 125 951
Князева Наталия Александровна,,,,,,,,,,1 977 859,,1 977 859
Ковалева Марина Владимировна,,,,,,,,,,612 783,,612 783
Косый Сергей Николаевич,,,,,,,,,,2 110 373,,2 110 373
Кривовяз Ирина Владимировна,,,,,,,,,,1 009 874,,1 009 874
Куликова Юлия Анатольевна,,,,,,,,,,1 318 624,,1 318 624
Куприна Марина Александровна,,,,,,,,,,1 149 204,,1 149 204
